Symbol,Company,Description,Sector,Industry,Weights
SEBC,Southeastern Banking Corporation,"Southeastern Banking Corporation operates as a bank holding company for Southeastern Bank that provides commercial and consumer banking products and services in the United States. It operates through four segments: Commercial Real Estate; Residential Real Estate  Mortgage; Other Commercial, Financial, and Agricultural; and Consumer. The company offers checking, savings, and money market accounts, as well as certificates of deposit. It also provides home, construction, personal, auto, boat and recreational vehicle; business term, equipment, and small business administration loans; home equity loans and lines; and operating lines of credit, as well as commercial real estate and residential real estatemortgage loans; other commercial, financial, and agricultural loans; and debit and credit cards. In addition, the company offers business cash management and overdraft protection services, as well as online and mobile banking, bill payment, and e-statement services. The company was founded in 1888 and is headquartered in Darien, Georgia.",Financial Services,Banks—Regional,0.00%
SAGAD,N/A,N/A,N/A,N/A,N/A
EVR,Evercore Inc.,"Evercore Inc., together with its subsidiaries, operates as an independent investment banking advisory firm in the United States, Europe, Latin America, and internationally. It operates through two segments, Investment Banking & Equities, and Investment Management. The Investment Banking & Equities segment offers strategic advisory services, such as mergers and acquisitions, strategic, defense, and shareholder advisory, special committee assignments, restructuring, and transaction structuring; private capital advisory and fundraising, private capital markets and debt advisory, and equity capital markets execution and advisory services; and research, sales, and trading professionals services on a content-led platform to its institutional investor clients. The Investment Management segment provides wealth management services to high-net-worth individuals, foundations, and endowments; and manages financial assets for institutional investors. The company was formerly known as Evercore Partners Inc. and changed its name to Evercore Inc. in August 2017. Evercore Inc. was founded in 1995 and is headquartered in New York, New York.",Financial Services,Capital Markets,0.00%
TYRES,N/A,N/A,N/A,N/A,N/A
VIFN,N/A,N/A,N/A,N/A,N/A
DLN,N/A,N/A,N/A,N/A,N/A
SAMPOEUR,N/A,N/A,N/A,N/A,N/A
ADEN,N/A,N/A,N/A,N/A,N/A
VIFNE,N/A,N/A,N/A,N/A,N/A
CNPP,N/A,N/A,N/A,N/A,N/A
POST,"Post Holdings, Inc.","Post Holdings, Inc. operates as a consumer packaged goods holding company in the United States and internationally. It operates through four segments: Post Consumer Brands, Weetabix, Foodservice, and Refrigerated Retail. The Post Consumer Brands segment manufactures, markets, and sells branded and private label ready-to-eat (RTE) cereal, hot cereal, and peanut and nut butter. It serves grocery stores, mass merchandise customers, supercenters, club stores, natural/specialty stores, and drug store customers, as well as sells its products in the military, ecommerce, and foodservice channels. The Weetabix segment primarily markets and distributes branded and private label RTE cereal, hot cereals and other cereal-based food products, breakfast drinks, and muesli. This segment sells its products to grocery stores, discounters, wholesalers, and convenience stores, as well as through ecommerce. The Foodservice segment produces and distributes egg and potato products in the foodservice and food ingredient channels. It serves foodservice distributors and national restaurant chains. The Refrigerated Retail segment produces and distributes side dishes, eggs and egg products, sausages, cheese, and other dairy and refrigerated products for grocery stores and mass merchandise customers. Post Holdings, Inc. was founded in 1895 and is headquartered in Saint Louis, Missouri.",Consumer Defensive,Packaged Foods,nan
EDF,Virtus Stone Harbor Emerging Markets Income Fund,"Virtus Stone Harbor Emerging Markets Income Fund is a closed-ended fixed income mutual fund launched and managed by Stone Harbor Investment Partners LP. The fund invests in the fixed income markets of emerging market countries across the globe. It primarily invests in sovereign debt obligations, corporate debt securities, structured notes, convertible securities, securities issued by supranational organizations, floating rate commercial loans, and securitized loan participations. The fund focuses on factors such as liquidity, volatility, tax implications, interest rate sensitivity, counterparty risks, economic factors, currency exchange rates, and technical market considerations to create its portfolio. It benchmarks the performance of its portfolios against the JP Morgan EMBI Global Diversified TR Index, the JPMorgan CEMBI Broad Diversified Index, and the JPMorgan GBI-EM Global Diversified Composite TR Index. Virtus Stone Harbor Emerging Markets Income Fund was formed on December 22, 2010 and is domiciled in the United States.",Financial Services,Asset Management,nan
PGN,N/A,N/A,N/A,N/A,N/A
TNETN,N/A,N/A,N/A,N/A,N/A
K71U,N/A,N/A,N/A,N/A,N/A
QS5,N/A,N/A,N/A,N/A,N/A
PROX,N/A,N/A,N/A,N/A,N/A
ROCKB,N/A,N/A,N/A,N/A,N/A
FERG,Ferguson plc,"Ferguson plc distributes plumbing and heating products in the United States and Canada. It offers plumbing and heating solutions to customers in the residential, commercial, civil/infrastructure, and industrial end markets. The company also provides expertise, solutions, and products, including infrastructure, plumbing, appliances, fire, fabrication, and others, as well as heating, ventilation, and air conditioning products under the Ferguson brand name. In addition, it supplies pipes, valves, fittings, plumbing supplies, water and wastewater treatment products, and refrigeration products under Wolseley brand name. Further, the company provides after-sales support comprising warranty, credit, project-based billing, returns, maintenance, repair, and operations support. It sells its products through wholesale distributors, supply houses, retail enterprises, and online. Ferguson plc was founded in 1953 and is headquartered in Wokingham, the United Kingdom.",Industrials,Industrial Distribution,nan
AMBUB,N/A,N/A,N/A,N/A,N/A
MAP,N/A,N/A,N/A,N/A,N/A
SK,N/A,N/A,N/A,N/A,N/A
GN,N/A,N/A,N/A,N/A,N/A
KCR,N/A,N/A,N/A,N/A,N/A
TEMN,N/A,N/A,N/A,N/A,N/A
CPS,Cooper-Standard Holdings Inc.,"Cooper-Standard Holdings Inc., through its subsidiary, Cooper-Standard Automotive Inc., manufactures and sells sealing, fuel and brake delivery, and fluid transfer systems. The company offers sealing systems, including obstacle detection sensor systems, dynamic seals, FlushSeal systems, variable extrusion systems, static seals, specialty sealing products, encapsulated glasses, stainless steel trims, textured surfaces with cloth appearance, and frameless systems. It also provides fuel and brake delivery systems comprising chassis and tank fuel lines and bundles, direct injection and port fuel rails, metallic brake lines and bundles, tube coatings, quick connects, low oligomer multi-layer convoluted tubes, and brake jounce lines. In addition, the company offers fluid transfer systems, such as heater/coolant hoses, turbo charger hoses, quick connects, charged air cooler ducts/assemblies, diesel particulate filter emission lines, secondary air hoses, degas tanks and deaerators, brake and clutch hoses, air intake and discharge systems, transmission oil cooling hoses, high temperature MLTs, and multilayer tubing for glycol thermal management. Its products are primarily used in passenger vehicles and light trucks that are manufactured by automotive original equipment manufacturers and replacement markets. The company operates in the United States, Mexico, China, Poland, Canada, Germany, France, and internationally. Cooper-Standard Holdings Inc. was founded in 1960 and is headquartered in Northville, Michigan.",Consumer Cyclical,Auto Parts,nan
ENG,ENGlobal Corporation,"ENGlobal Corporation provides engineering and professional project execution services primarily to the energy sector in the United States and internationally. It operates through two ENGlobal Corporation provides engineering and professional project execution services primarily to the energy sector in the United States and internationally. It operates through two segments, Commercial and Government Services. The Commercial segment provides multi-disciplined engineering services and fabrication relating to the development, management, and execution of projects requiring professional engineering and related project management services. It offers conceptual studies, project definition, cost estimating, engineering design, environmental compliance, material procurement, project management, construction management, and fabrication services. The Government segment provides design, integration and implementation of process distributed control and analyzer systems, advanced automated data gathering systems, information technology, and the maintenance of these systems; automated fuel handling systems and maintenance services to military and public sector entities, government agencies, refineries, petrochemical, and process industry; and electrical and instrument installation, technical services, ongoing maintenance, calibration, and repair services. The company serves Fortune 500 companies in the energy industry and the United States government. ENGlobal Corporation company was founded in 1985 and is headquartered in Houston, Texas.",Industrials,Engineering & Construction,nan
NMMCF,NMC Health plc,"NMC Health plc provides healthcare services in the United Arab Emirates, the United Kingdom, Spain, and internationally. The company owns and manages healthcare facilities, including hospitals, medical centers, long term care facilities, day surgery centers, fertility clinics, and home health services providers. The company offers medical services comprising diagnostic, and in and outpatient services, as well as research and medical services in the field of gynecology, obstetrics, and human reproduction; and management services in respect of hospitals, as well as retails pharmaceutical goods. NMC Health plc was founded in 1974 and is based in London, United Kingdom.",Healthcare,Medical Care Facilities,nan
COV,N/A,N/A,N/A,N/A,N/A
ROCKA,N/A,N/A,N/A,N/A,N/A
AKE,N/A,N/A,N/A,N/A,N/A
CSX,CSX Corporation,"CSX Corporation, together with its subsidiaries, provides rail-based freight transportation services. The company offers rail services; and transportation of intermodal containers and trailers, as well as other transportation services, such as rail-to-truck transfers and bulk commodity operations. It transports chemicals, agricultural and food products, minerals, automotive, forest products, fertilizers, and metals and equipment; and coal, coke, and iron ore to electricity-generating power plants, steel manufacturers, and industrial plants, as well as exports coal to deep-water port facilities. The company also offers intermodal transportation services through a network of approximately 30 terminals transporting manufactured consumer goods in containers; and drayage services, including the pickup and delivery of intermodal shipments. It serves the automotive industry with distribution centers and storage locations, as well as connects non-rail served customers through transferring products, such as plastics and ethanol from rail to trucks. The company operates approximately 20,000 route mile rail network, which serves various population centers in 26 states east of the Mississippi River, the District of Columbia, and the Canadian provinces of Ontario and Quebec, as well as owns and leases approximately 3,600 locomotives. It also serves production and distribution facilities through track connections. CSX Corporation was incorporated in 1978 and is headquartered in Jacksonville, Florida.",Industrials,Railroads,nan
[object Object],N/A,N/A,N/A,N/A,N/A
[object Object],N/A,N/A,N/A,N/A,N/A
[object Object],N/A,N/A,N/A,N/A,N/A
[object Object],N/A,N/A,N/A,N/A,N/A
[object Object],N/A,N/A,N/A,N/A,N/A
[object Object],N/A,N/A,N/A,N/A,N/A
[object Object],N/A,N/A,N/A,N/A,N/A
[object Object],N/A,N/A,N/A,N/A,N/A
[object Object],N/A,N/A,N/A,N/A,N/A
[object Object],N/A,N/A,N/A,N/A,N/A
[object Object],N/A,N/A,N/A,N/A,N/A
[object Object],N/A,N/A,N/A,N/A,N/A
[object Object],N/A,N/A,N/A,N/A,N/A
[object Object],N/A,N/A,N/A,N/A,N/A
[object Object],N/A,N/A,N/A,N/A,N/A
[object Object],N/A,N/A,N/A,N/A,N/A
[object Object],N/A,N/A,N/A,N/A,N/A
[object Object],N/A,N/A,N/A,N/A,N/A
[object Object],N/A,N/A,N/A,N/A,N/A
[object Object],N/A,N/A,N/A,N/A,N/A
[object Object],N/A,N/A,N/A,N/A,N/A
[object Object],N/A,N/A,N/A,N/A,N/A
[object Object],N/A,N/A,N/A,N/A,N/A
[object Object],N/A,N/A,N/A,N/A,N/A
[object Object],N/A,N/A,N/A,N/A,N/A
[object Object],N/A,N/A,N/A,N/A,N/A
NOVOB,N/A,N/A,N/A,N/A,N/A
[object Object],N/A,N/A,N/A,N/A,N/A
[object Object],N/A,N/A,N/A,N/A,N/A
[object Object],N/A,N/A,N/A,N/A,N/A
[object Object],N/A,N/A,N/A,N/A,N/A
[object Object],N/A,N/A,N/A,N/A,N/A
[object Object],N/A,N/A,N/A,N/A,N/A
ML,MoneyLion Inc.,"MoneyLion Inc. provides a digital financial platform. The company's platform offers access to banking, borrowing, and investing solutions for customers. Its principal products include roarmoney, a digital demand deposit account; instacash, a cash advance product that gives customers early access to their recurring income deposits; Credit Builder Plus; MoneyLion Investing, an online investment account that offers access to separately managed accounts invested based on model exchange-traded fund portfolios; and MoneyLion Crypto, an online cryptocurrency account. It also provides embedded finance marketplace connecting and matching consumers with real-time, personalized product, and service recommendations through its proprietary integrative technology; and offers creative media and marketing services to clients across industries through its media division. The company is headquartered in New York, New York.",Technology,Software—Application,0.14%
