North,Name,Primary Exchange,Ticker,Parent Comp. Name,Fund Objective,Fund Geographical Focus,Fund Asset Class Focus,General Attribute,Tot Asset US$ (M),Expense Ratio,Avg Dvd Yield,Alpha 1Y-M,Alpha 3Y,Tot Ret 1Y,Tot Ret 3Y,Sharpe 1Y-M,Sharpe 3Y,Beta 1Y-M,Beta 3Y
No,VANGUARD FINANCIALS ETF,Bolsa Mexican de Valores,VFH* MM Equity,Vanguard ETF/USA,Financial,United States,Equity,N.A.,7455.371,0.1,2.229,-0.27,-0.044,-9.099,15.401,-1.421,-0.114,0.778,0.789
No,ISHARES MSCI HONG KONG ETF,Bolsa Mexican de Valores,EWH* MM Equity,iShares ETFs/USA,Hong Kong,Hong Kong,Equity,N.A.,592.617,0.5,4.619,-0.189,-0.034,-2.768,-29.156,-0.523,-0.743,0.763,0.887
No,FIRST TRUST NASDQ 100 EQ WEI,Bolsa Mexican de Valores,QQEW* MM Equity,First Trust ETFs/USA,Large-cap,United States,Equity,N.A.,1899.074,0.6,1.123,-0.514,0.009,-8.486,-1.506,-1.153,-0.535,-0.378,0.19
No,FIRST TRUST CONSUMER DISCRET,Bolsa Mexican de Valores,FXD* MM Equity,First Trust ETFs/USA,Consumer Discretionary,United States,Equity,N.A.,1240.145,0.61,1.447,0.049,1.325,0.603,55.293,-37.328,0.493,-0.004,0.224
No,SPDR S&P EMERGING ASIA PACIF,Bolsa Mexican de Valores,GMF* MM Equity,State Street ETF/USA,Emerging Markets,Asian Pacific Region,Equity,N.A.,320.278,0.49,1.899,-0.236,-0.285,0.044,-25.758,-0.744,-1.049,0.665,0.659
No,X MSCI WORLD MOMENTUM 1C,Bolsa Mexican de Valores,XDEMN MM Equity,Xtrackers IE Plc/Ireland,Global,Global,Equity,N.A.,780.727,0.25,0.525,0,,0,,,,0,
No,X MSCI WORLD VALUE 1C,Bolsa Mexican de Valores,XDEVN MM Equity,Xtrackers IE Plc/Ireland,Global,Global,Equity,N.A.,1392.66,0.25,4.283,0,,0,,,,0,
No,X MSCI EM ASIA ESG SCRND 1C,Bolsa Mexican de Valores,XMADN MM Equity,Xtrackers/Luxembourg,Asian Pacific Region,Asian Pacific Region,Equity,ESG,404.263,0.65,1.588,0,,0,,,,0,
No,X MSCI JAPAN ESG 1C,Bolsa Mexican de Valores,XZMJN MM Equity,Xtrackers IE Plc/Ireland,Japan,Japan,Equity,"Socially Responsible,ESG",1535.631,0.2,2,0,,0,,,,0,
No,ISHARES USD TIPS 0-5,Bolsa Mexican de Valores,TIP5N MM Equity,iShares ETFs/Ireland,Inflation Protected,United States,Fixed Income,N.A.,1094.947,0.1,,-0.545,,-7.619,,-2.351,,0.162,
No,X MSCI UK ESG 1D,Bolsa Mexican de Valores,XASXN MM Equity,Xtrackers/Luxembourg,United Kingdom,United Kingdom,Equity,"Socially Responsible,Environmentally Friendly,ESG",355.194,0.18,3.92,0.264,,3.102,,-6.212,,-0.023,
No,X MSCI EU ESG 1C,Bolsa Mexican de Valores,XZEUN MM Equity,Xtrackers IE Plc/Ireland,European Region,European Region,Equity,"Socially Responsible,Environmentally Friendly,ESG",1244.072,0.2,3.217,0,,0,,,,0,
No,SPDR PORTFOLIO EUROPE ETF,Bolsa Mexican de Valores,SPEU* MM Equity,State Street ETF/USA,European Region,European Region,Equity,N.A.,218.592,0.07,3.59,0.262,0.292,3.186,10.779,-4.626,-2.597,0.002,-0.028
No,ISHARES TIPS BOND ETF,Bolsa Mexican de Valores,TIP* MM Equity,iShares ETFs/USA,Inflation Protected,United States,Fixed Income,N.A.,19875.5,0.19,,0.155,-0.015,-5.481,-20.38,-2.405,-1.547,1.156,0.978
No,ISHARES U.S. AEROSPACE & DEF,Bolsa Mexican de Valores,ITA* MM Equity,iShares ETFs/USA,Industrials,United States,Equity,N.A.,5362.64,0.4,1.346,-0.572,0.201,-9.372,16.191,-1.89,0.013,0.493,0.558
No,ISHARES U.S. INSURANCE ETF,Bolsa Mexican de Valores,IAK* MM Equity,iShares ETFs/USA,Financial,United States,Equity,N.A.,380.995,0.4,2.012,0.338,0.757,0.677,34.376,-0.61,0.215,0.838,0.142
No,VANGUARD TOTAL BOND MARKET,Bolsa Mexican de Valores,BND* MM Equity,Vanguard ETF/USA,Aggregate Bond,United States,Fixed Income,N.A.,95628.539,0.03,,-0.159,0.082,-8.943,-28.685,-3.017,-1.891,0.841,1.057
No,VANGUARD INTERMEDIATE-TERM B,Bolsa Mexican de Valores,BIV* MM Equity,Vanguard ETF/USA,Aggregate Bond,United States,Fixed Income,N.A.,15151.973,0.04,,-1.582,-1.013,-17.239,-31.575,-1.833,-1.71,-0.15,-0.018
No,ISHARES GLOBAL TIMBER & FORE,Bolsa Mexican de Valores,WOOD* MM Equity,iShares ETFs/USA,Thematic,Global,Equity,N.A.,197.186,0.42,4.242,0.126,1.261,1.41,49.907,-7.923,0.382,0.015,0.285
No,ISHARES S&P GSCI COMMODITY I,Bolsa Mexican de Valores,GSG* MM Equity,iShares ETFs/USA,Broad Based,Global,Commodity,N.A.,1104.854,0.75,,-0.465,0.339,-6.715,76.708,-2.828,0.815,0.082,0.749
No,ISHARES MSCI ITALY ETF,Bolsa Mexican de Valores,EWI* MM Equity,iShares ETFs/USA,Italy,Italy,Equity,N.A.,243.338,0.5,4.477,0.405,0.052,21.313,11.716,0.629,-0.136,0.908,0.526
No,ISHARES MSCI NETHERLANDS ETF,Bolsa Mexican de Valores,EWN* MM Equity,iShares ETFs/USA,Netherlands,Netherlands,Equity,N.A.,198.889,0.5,2.647,0.123,-0.057,6.368,-4.345,-0.16,-0.332,0.884,0.891
No,ISHARES MSCI GERMANY ETF,Bolsa Mexican de Valores,EWG* MM Equity,iShares ETFs/USA,Germany,Germany,Equity,N.A.,1040.941,0.5,4.063,-0.109,0.012,7.63,-14.144,-0.178,-0.517,1.027,1.033
No,ISHARES U.S. BROKER-DEALERS,Bolsa Mexican de Valores,IAI* MM Equity,iShares ETFs/USA,Financial,United States,Equity,N.A.,370.778,0.4,2.029,0.932,0.314,-6.723,24.254,-0.737,0.089,1.079,0.562
No,L&G BATTERY VALUE-CHAIN,Bolsa Mexican de Valores,BATTN MM Equity,Legal & General UCITS ETF PLC,Thematic,Global,Equity,ESG,797.528,0.49,3.012,0,,0,,,,0,
No,L&G CLEAN ENERGY UCITS ETF,Bolsa Mexican de Valores,RENWN MM Equity,Legal & General UCITS ETF PLC,Thematic,Global,Equity,"Clean Energy,Environmentally Friendly",187.574,0.49,2.228,0,,0,,,,0,
No,ISHARES GOLD TRUST,Bolsa Mexican de Valores,IAU* MM Equity,iShares ETFs/USA,Precious Metals,Global,Commodity,N.A.,25777.547,0.25,,-0.08,-0.072,8.678,-14.942,-0.027,-0.714,0.979,0.918
No,L&G CYBER SECURITY UCITS ETF,Bolsa Mexican de Valores,USPYN MM Equity,Legal & General UCITS ETF PLC,Thematic,Global,Equity,ESG,2423.768,0.69,0.677,0,,0,,,,0,
No,L&G ROBO GLOBAL ROBOTICS&AUT,Bolsa Mexican de Valores,ROBO1N MM Equity,Legal & General UCITS ETF PLC,Thematic,Global,Equity,ESG,819.315,0.8,1.034,0,,0,,,,0,
No,L&G HYDROGEN ECONOMY ETF,Bolsa Mexican de Valores,HTWON MM Equity,Legal & General UCITS ETF PLC,Thematic,Global,Equity,"Clean Energy,Environmentally Friendly",431.045,0.49,1.945,0,,0,,,,0,
No,ISHARES MSCI SPAIN ETF,Bolsa Mexican de Valores,EWP* MM Equity,iShares ETFs/USA,Spain,Spain,Equity,N.A.,649.372,0.5,4.648,-0.061,0.033,13.492,12.8,0.203,-0.03,0.986,0.908
No,ISHARES EURO ULTRASHORT BOND,Bolsa Mexican de Valores,ERNXN MM Equity,iShares ETFs/Ireland,Corporate,Eurozone,Fixed Income,N.A.,3362.346,0.09,,0,,0,,,,0,
No,ISHARES EURO CORP 1-5YR,Bolsa Mexican de Valores,IE1AN MM Equity,iShares ETFs/Ireland,Corporate,Eurozone,Fixed Income,N.A.,4853.528,0.2,,0,,0,,,,0,
No,ISHARES EURO GOVT BOND 1-3Y,Bolsa Mexican de Valores,CBE3N MM Equity,iShares ETFs/Ireland,Government,Eurozone,Fixed Income,N.A.,1442.995,0.15,,0,,0,,,,0,
Yes,PRINCIPAL US MEGA-CAP ETF,Bolsa Mexican de Valores,USMC* MM Equity,Principal ETFs/USA,Large-cap,United States,Equity,N.A.,1764.471,0.12,1.461,0.113,0.502,1.359,19.85,-17.838,-0.194,-0.007,0.059
No,VANGUARD MEGA CAP VALUE ETF,Bolsa Mexican de Valores,MGV* MM Equity,Vanguard ETF/USA,Large-cap,United States,Equity,N.A.,5846.502,0.07,2.725,-1.031,0.478,-12.069,12.611,-2.234,-0.265,-0.012,-0.142
No,VANGUARD GLBL EX-US REAL EST,Bolsa Mexican de Valores,VNQI* MM Equity,Vanguard ETF/USA,Real Estate,International,Equity,N.A.,3324.889,0.12,4.308,0.05,-0.25,-4.143,-29.032,-0.954,-1.128,0.536,0.724
No,ISHARES S&P MID-CAP 400 VALU,Bolsa Mexican de Valores,IJJ* MM Equity,iShares ETFs/USA,Mid-cap,United States,Equity,N.A.,6354.828,0.18,2.184,0.123,1.376,1.631,50.049,-14.05,0.369,-0.013,-0.076
No,VANGUARD HEALTH CARE ETF,Bolsa Mexican de Valores,VHT* MM Equity,Vanguard ETF/USA,Health Care,United States,Equity,N.A.,15569.64,0.1,1.532,-0.115,0.017,-14.887,-3.377,-1.979,-0.548,0.946,0.878
No,ISHARES BROAD USD INVESTMENT,Bolsa Mexican de Valores,USIG* MM Equity,iShares ETFs/USA,Corporate,United States,Fixed Income,N.A.,9155.248,0.04,,0.29,-0.592,3.579,-21.071,-19.42,-1.502,0,0.024
No,ISHARES 1-5Y INV GRADE CORP,Bolsa Mexican de Valores,IGSB* MM Equity,iShares ETFs/USA,Corporate,United States,Fixed Income,N.A.,20902.65,0.04,,-0.277,-0.129,-8.112,-21.12,-2.358,-1.718,0.813,0.898
No,SPDR EURO STOXX 50 ETF,Bolsa Mexican de Valores,FEZ* MM Equity,State Street ETF/USA,Eurozone,Eurozone,Equity,N.A.,2128.216,0.29,3.604,0.497,0.03,15.67,11.128,0.318,-0.185,0.778,0.767
No,WISDOMTREE EMERGING MARKETS,Bolsa Mexican de Valores,DEM* MM Equity,WisdomTree ETFs/USA,Emerging Markets,International,Equity,N.A.,2423.217,0.63,5.932,-0.579,0.176,-8.274,3.976,-1.603,-0.446,-0.083,0.013
No,ABRDN PHYSICAL PALLADIUM SHS,Bolsa Mexican de Valores,PALL* MM Equity,Aberdeen Standard Investments ETFs,Precious Metals,Global,Commodity,N.A.,204.281,0.6,,-6.871,-1.512,-40.567,-57.047,-2.112,-1.066,-0.447,0.284
No,INVESCO LARGE CAP VALUE ETF,Bolsa Mexican de Valores,PWV* MM Equity,Invesco ETFs/USA,Large-cap,United States,Equity,N.A.,744.363,0.55,3.26,-0.838,0.702,-13.352,24.981,-1.59,0.09,0.349,0.165
No,VANECK JUNIOR GOLD MINERS,Bolsa Mexican de Valores,GDXJ* MM Equity,VanEck ETFs/USA,Materials,Global,Equity,N.A.,3759.974,0.52,1.242,-0.614,-0.111,-3.674,-43.449,-0.379,-0.602,0.779,0.852
No,ISHARES GLOBAL CONSUMER DISC,Bolsa Mexican de Valores,RXI* MM Equity,iShares ETFs/USA,Consumer Discretionary,Global,Equity,N.A.,302.332,0.41,1.711,0.087,-0.02,1.066,-5.354,-14.587,-0.604,0.004,0.337
No,ISH DVL MKT PRPTY YLD USD A,Bolsa Mexican de Valores,DPYAN MM Equity,iShares ETFs/Ireland,Real Estate,Global,Equity,N.A.,1438.21,0.59,4.782,-0.031,-0.275,-8.781,-20.889,-1.159,-0.777,0.385,0.667
No,ISHARES GLOBAL CORP USD ACC,Bolsa Mexican de Valores,CRPAN MM Equity,iShares ETFs/Ireland,Corporate,Global,Fixed Income,N.A.,3388.384,0.2,,-2.174,-0.573,-25.198,-18.982,-1.698,-0.945,-0.807,-0.199
No,INVESCO CURRENCYSHARES JAPAN,Bolsa Mexican de Valores,FXY* MM Equity,Invesco ETFs/USA,Currency,Japan,Specialty,N.A.,229.934,0.4,,,,-10.904,-42.417,-1.765,-2.313,,
No,ISHARES INDIA 50 ETF,Bolsa Mexican de Valores,INDY* MM Equity,iShares ETFs/USA,India,India,Equity,N.A.,688.984,0.89,1.316,-0.49,0.094,-7.193,11.599,-1.684,-0.216,0.327,0.384
No,ISH USD TRES 20PLUS YR USD A,Bolsa Mexican de Valores,DTLAN MM Equity,iShares ETFs/Ireland,Government,United States,Fixed Income,N.A.,7139.327,0.07,,-0.579,,-17.446,-51.857,-2.333,-1.629,0.657,
No,ISHARES RUSSELL 3000 ETF,Bolsa Mexican de Valores,IWV* MM Equity,iShares ETFs/USA,Broad Market,United States,Equity,N.A.,10992.59,0.2,1.591,-0.629,0.098,-7.581,2.197,-2.082,-0.331,-0.108,0.252
No,FIRST TRUST TECHNOLOGY ALPHA,Bolsa Mexican de Valores,FXL* MM Equity,First Trust ETFs/USA,Technology,United States,Equity,N.A.,1107.956,0.61,0.664,-2.463,-0.014,-28.112,-5.463,-1.289,-0.421,0.241,0.122
No,SPDR BLOOMBERG HIGH YIELD BO,Bolsa Mexican de Valores,JNK* MM Equity,State Street ETF/USA,Corporate,United States,Fixed Income,N.A.,6007.149,0.4,,-0.288,-0.137,-6.304,-15.48,-2.078,-1.33,0.792,0.776
No,INVESCO CURRENCYSHARES EURO,Bolsa Mexican de Valores,FXE* MM Equity,Invesco ETFs/USA,Currency,Eurozone,Specialty,N.A.,227.843,0.4,,,,-0.199,-24.169,-1.401,-1.912,,
No,ISHARES USTECHNOLOGY ETF,Bolsa Mexican de Valores,IYW* MM Equity,iShares ETFs/USA,Technology,United States,Equity,N.A.,11883.27,0.4,0.693,0.131,0.046,32.499,18.73,0.792,0.039,0.85,0.881
No,WISDOMTREE GLB QLY DIV GRWTH,Bolsa Mexican de Valores,GGRAN MM Equity,WisdomTree ETFs/Ireland,Global,Global,Equity,ESG,757.819,0.38,2.386,0,,0,,,,0,
No,ISH FLN ANGL HY CORP USD ACC,Bolsa Mexican de Valores,WIAUN MM Equity,iShares ETFs/Ireland,Corporate,Global,Fixed Income,N.A.,938.995,0.5,,-0.185,-0.253,-3.411,-16.56,-1.309,-1.389,0.664,0.49
No,DIREXION DLY S&P 500 BULL 2X,Bolsa Mexican de Valores,SPUU* MM Equity,Direxion ETFs/USA,Large-cap,United States,Equity,N.A.,228.979,0.63,1.462,0.563,,6.015,,-0.368,,-0.162,
No,AMUNDI JAP TOPIX UC-JPY,Bolsa Mexican de Valores,TPXYN MM Equity,Amundi ETFs/France,Asian Pacific Region,Asian Pacific Region,Equity,N.A.,781.676,0.2,2.329,0,0,0,0,,,0,0
Yes,PRINCIPAL U.S. SMALL-CAP ETF,Bolsa Mexican de Valores,PSC* MM Equity,Principal ETFs/USA,Small-cap,United States,Equity,N.A.,318.749,0.38,1.711,,,0.821,61.453,-24.639,0.425,,
No,ENERGY SELECT SECTOR SPDR,Bolsa Mexican de Valores,XLE* MM Equity,State Street ETF/USA,Energy,United States,Equity,N.A.,39095.848,0.1,3.575,-0.108,0.042,-11.73,175.089,-1.18,1.276,1.005,0.996
No,ISHARES NATIONAL MUNI BOND E,Bolsa Mexican de Valores,MUB* MM Equity,iShares ETFs/USA,Municipals,United States,Fixed Income,N.A.,34610.324,0.07,,-0.99,,-10.869,,-2.756,,-0.099,
No,FIRST TRUST INDST/PRODUCERS,Bolsa Mexican de Valores,FXR* MM Equity,First Trust ETFs/USA,Industrials,United States,Equity,N.A.,1528.943,0.61,1.567,-1.525,0.204,-18.101,10.727,-1.69,-0.279,0.565,0.273
No,ISHARES U.S. INDUSTRIALS ETF,Bolsa Mexican de Valores,IYJ* MM Equity,iShares ETFs/USA,Industrials,United States,Equity,N.A.,1073.891,0.4,1.496,0.397,0.049,3.551,-0.152,-0.703,-0.498,0.189,0.127
No,VANGUARD ENERGY ETF,Bolsa Mexican de Valores,VDE* MM Equity,Vanguard ETF/USA,Energy,United States,Equity,N.A.,8263.467,0.1,3.241,0.11,0.277,-8.908,163.034,-0.758,1.182,0.888,0.813
No,VANGUARD SHORT-TERM BOND ETF,Bolsa Mexican de Valores,BSV* MM Equity,Vanguard ETF/USA,Aggregate Bond,United States,Fixed Income,N.A.,32274.273,0.04,,-0.301,-0.093,-8.951,-18.006,-1.897,-1.576,0.86,0.759
No,ISHARES US CONSUMER DISCRETI,Bolsa Mexican de Valores,IYC* MM Equity,iShares ETFs/USA,Consumer Discretionary,United States,Equity,N.A.,789.594,0.4,1.003,-0.18,-0.055,-2.241,-8.144,-0.91,-0.374,0.82,0.883
No,PIMCO BROAD US TIPS INDEX,Bolsa Mexican de Valores,TIPZ* MM Equity,Pimco ETFs/USA,Inflation Protected,United States,Fixed Income,N.A.,120.154,0.2,,-1.215,-0.681,-16.787,-24.612,-2.112,-1.416,0.339,0.085
No,AMUNDI EURO STOXX 50 ETF DR,Bolsa Mexican de Valores,C50N MM Equity,Amundi ETFs/France,Eurozone,Eurozone,Equity,N.A.,2110.472,0.15,3.671,0.991,0.609,11.286,20.799,-0.001,0.012,-0.063,0.126
No,ISHARES S&P MID-CAP 400 GROW,Bolsa Mexican de Valores,IJK* MM Equity,iShares ETFs/USA,Mid-cap,United States,Equity,N.A.,7200.026,0.17,1.545,0.073,0.04,1.621,-1.259,-1.63,-0.507,-0.117,0.096
No,INVESCO FUNDAMENTAL HIGH YIE,Bolsa Mexican de Valores,PHB* MM Equity,Invesco ETFs/USA,Corporate,United States,Fixed Income,N.A.,517.377,0.5,,-0.879,-0.1,-10.98,-4.655,-1.476,-1.103,-0.015,0.001
No,VANGUARD INDUSTRIALS ETF,Bolsa Mexican de Valores,VIS* MM Equity,Vanguard ETF/USA,Industrials,United States,Equity,N.A.,3729.127,0.1,1.561,0.395,0.344,3.154,13.258,-0.771,-0.044,0.617,0.467
No,VANGUARD CONSUMER STAPLE ETF,Bolsa Mexican de Valores,VDC* MM Equity,Vanguard ETF/USA,Consumer Staples,United States,Equity,N.A.,6218.439,0.1,2.685,-0.113,-0.11,-8.246,-2.039,-2.157,-0.651,0.632,0.777
No,FRANKLIN FTSE EUROPE ETF,Bolsa Mexican de Valores,FLEE* MM Equity,Franklin LibertyShares ETFs/USA,European Region,European Region,Equity,N.A.,122.657,0.09,3.59,0.215,1.135,2.644,48.527,-4.987,0.463,0.008,0.201
No,FRANKLIN FTSE JAPAN ETF,Bolsa Mexican de Valores,FLJP* MM Equity,Franklin LibertyShares ETFs/USA,Japan,Japan,Equity,N.A.,1494.534,0.09,2.293,-0.179,-0.04,2.836,-11.008,-0.696,-0.746,0.85,0.811
No,BNP P S&P 500 UCITS ETF,Bolsa Mexican de Valores,ESDN MM Equity,BNP Paribas Asset Management France SAS/France,US,United States,Equity,N.A.,4224.71,0.15,4.551,0,,0,,,,0,
No,SPDR BLOOMBERG INT TREASURY,Bolsa Mexican de Valores,BWX* MM Equity,State Street ETF/USA,Government,International,Fixed Income,N.A.,848.141,0.35,,0.104,0.091,1.271,3.336,-68.227,-50.711,0,0
No,INVESCO S&P 500 QUALITY ETF,Bolsa Mexican de Valores,SPHQ* MM Equity,Invesco ETFs/USA,Large-cap,United States,Equity,N.A.,6245.583,0.19,1.686,0.574,0.438,7.491,19.401,-0.943,-0.038,0.104,0.315
No,ISHARES MSCI ACWI ETF,Bolsa Mexican de Valores,ACWI* MM Equity,iShares ETFs/USA,Global,Global,Equity,N.A.,17187.379,0.32,2.149,0.019,0.028,5.071,1.031,-1.146,-0.425,0.842,0.963
No,FIRST TRUST NYSE ARCA BIOTEC,Bolsa Mexican de Valores,FBT* MM Equity,First Trust ETFs/USA,Health Care,United States,Equity,N.A.,1127.778,0.55,0.329,0.294,-0.056,-11.473,-25.617,-1.602,-0.994,0.874,0.889
No,ISHARES USD TIPS 0-5 USD ACC,Bolsa Mexican de Valores,TI5AN MM Equity,iShares ETFs/Ireland,Inflation Protected,United States,Fixed Income,N.A.,1094.947,0.1,,-0.497,,-6.976,,-2.084,,0.137,
No,ISHARES DIGITALISATION,Bolsa Mexican de Valores,DGTLN MM Equity,iShares ETFs/Ireland,Thematic,Global,Equity,ESG,876.522,0.4,0.859,0.684,0.156,4.028,-26.61,-0.266,-0.681,1.105,0.993
No,ISHARES USD TRSRY 1-3Y USD D,Bolsa Mexican de Valores,IBTSN MM Equity,iShares ETFs/Ireland,Government,United States,Fixed Income,N.A.,9960.595,0.07,,-0.067,,-8.17,-19.688,-1.783,-1.772,0.936,
No,ISH EDGE MSCI ERP MOMENTUM,Bolsa Mexican de Valores,CEMRN MM Equity,iShares ETFs/Ireland,European Region,European Region,Equity,N.A.,300.855,0.25,2.953,0.269,-0.119,5.922,-12.252,-0.258,-0.671,0.993,0.898
No,ISHARES GLOBAL FINANCIALS ET,Bolsa Mexican de Valores,IXG* MM Equity,iShares ETFs/USA,Financial,Global,Equity,N.A.,394.967,0.42,3.264,-0.047,-0.086,-3.557,6.302,-0.893,-0.289,0.659,0.572
No,ISHARES MSCI EMU SML-C ACC,Bolsa Mexican de Valores,SXRJN MM Equity,iShares ETFs/Ireland,Eurozone,Eurozone,Equity,N.A.,538.107,0.58,3.75,0,0.733,0,27.15,,0.08,0,0.085
No,INVESCO BIOTECHNOLOGY & GENO,Bolsa Mexican de Valores,PBE* MM Equity,Invesco ETFs/USA,Health Care,United States,Equity,N.A.,214.18,0.57,0.4,-3.971,-0.269,-25.742,-16.613,-1.342,-0.498,-0.884,0.039
No,FIRST TRUST LARGE CAP CORE A,Bolsa Mexican de Valores,FEX* MM Equity,First Trust ETFs/USA,Large-cap,United States,Equity,N.A.,1022.496,0.59,2.079,0.093,1.056,1.223,46.229,-18.765,0.681,-0.011,0.092
No,FIRST TRUST MATERIALS ALPHAD,Bolsa Mexican de Valores,FXZ* MM Equity,First Trust ETFs/USA,Materials,United States,Equity,N.A.,463.803,0.64,2.282,0.214,1.59,0.783,56.073,-0.464,0.377,0.021,0.14
No,ISHARES GLOBAL ENERGY ETF,Bolsa Mexican de Valores,IXC* MM Equity,iShares ETFs/USA,Energy,Global,Equity,N.A.,3017.971,0.44,4.411,0.076,0.343,-3.1,154.505,-0.921,1.111,0.793,0.941
No,ISHARES CORE S&P 500,Bolsa Mexican de Valores,IUSAN MM Equity,iShares ETFs/Ireland,US,United States,Equity,N.A.,13511.79,0.07,1.607,-0.277,0.97,-3.63,35.34,-1.696,0.221,0.001,0.171
No,SPDR GOLD SHARES,Bolsa Mexican de Valores,GLD* MM Equity,State Street ETF/USA,Precious Metals,Global,Commodity,N.A.,55334.172,0.4,,-0.099,-0.062,7.805,-15.671,-0.016,-0.701,1.012,0.926
No,ISH EDGE MSCI ERP QUALITY,Bolsa Mexican de Valores,CEMQN MM Equity,iShares ETFs/Ireland,European Region,European Region,Equity,N.A.,322.105,0.25,3.573,0.567,0.069,8.235,1.559,0.045,-0.325,0.884,0.856
No,ISHARES GVT GMNY 1.5-2.5 DE,Bolsa Mexican de Valores,EXHBN MM Equity,BlackRock Asset Management Deutschland AG/Germany,Government,Germany,Fixed Income,N.A.,192.359,0.16,,-0.321,-0.465,-4.934,-28.182,-2.035,-2.004,0.501,0.44
No,INVESCO NATIONAL AMT-FREE MU,Bolsa Mexican de Valores,PZA1* MM Equity,Invesco ETFs/USA,Municipals,United States,Fixed Income,N.A.,2300.866,0.28,,,,,,,,,
No,ISHARES U.S. OIL & GAS EXPLO,Bolsa Mexican de Valores,IEO* MM Equity,iShares ETFs/USA,Energy,United States,Equity,N.A.,941.705,0.4,3.545,0.32,0.331,-7.822,216.456,-0.694,1.44,1.002,0.802
No,ISHARES STOXXE600 DE EUR DIS,Bolsa Mexican de Valores,EXSAN MM Equity,BlackRock Asset Management Deutschland AG/Germany,European Region,European Region,Equity,N.A.,6104.566,0.2,3.545,0.231,0.596,2.788,22.741,-6.464,-0.106,-0.003,-0.021
No,VANGUARD MATERIALS ETF,Bolsa Mexican de Valores,VAW* MM Equity,Vanguard ETF/USA,Materials,United States,Equity,N.A.,2482.644,0.1,2.005,-0.387,0.115,-7.467,4.487,-1.393,-0.209,0.596,0.6
No,ISH EDG MSCI WLD MNVL USD A,Bolsa Mexican de Valores,MVOLN MM Equity,iShares ETFs/Ireland,Global,Global,Equity,N.A.,2906.294,0.3,2.627,0.183,-0.068,-1.555,-7.378,-1.106,-0.853,0.552,0.746
No,AMUNDI ETF DAX UCITS ETF DR,Bolsa Mexican de Valores,CG1N MM Equity,Amundi ETFs/France,European Region,European Region,Equity,N.A.,589.096,0.1,3.998,0,0.475,0,11.34,,-0.109,0,-0.038
No,FRANKLIN U.S. EQUITY INDEX E,Bolsa Mexican de Valores,USPX* MM Equity,Franklin LibertyShares ETFs/USA,Large-cap,United States,Equity,N.A.,881.968,0.03,1.578,0.378,,4.577,,-1.545,,0.042,
No,VANGUARD EXTENDED MARKET ETF,Bolsa Mexican de Valores,VXF* MM Equity,Vanguard ETF/USA,Broad Market,United States,Equity,N.A.,14565.54,0.06,1.499,-0.478,0.075,-7.538,-5.301,-2.176,-0.298,0.176,-0.008
No,ISHARES EURO STOXX BANKS 30-,Bolsa Mexican de Valores,SX7EEXN MM Equity,BlackRock Asset Management Deutschland AG/Germany,Financial,Eurozone,Equity,N.A.,1202.08,0.51,5.89,1.537,1.099,30.667,64.06,0.768,0.49,0.499,0.336
No,ISHARES MSCI JAPAN USD-H ACC,Bolsa Mexican de Valores,IJPDN MM Equity,iShares ETFs/Ireland,Japan,Japan,Equity,N.A.,340.602,0.64,2.264,0.007,-0.057,17.252,38.075,0.289,0.245,1.036,0.983
No,VANECK GOLD MINERS ETF,Bolsa Mexican de Valores,GDX* MM Equity,VanEck ETFs/USA,Materials,Global,Equity,Precious Metals,11130.73,0.51,2.044,-0.341,-0.032,5.877,-35.994,-0.1,-0.572,0.931,0.988
No,ISHARES MSCI EMU USD-H ACC,Bolsa Mexican de Valores,EMUUN MM Equity,iShares ETFs/Ireland,Eurozone,Eurozone,Equity,N.A.,170.917,0.38,3.507,0.164,0.051,5.273,11.984,-0.61,-0.281,0.742,0.491
No,SPDR PORT SHRT TRM CORP BND,Bolsa Mexican de Valores,SPSB* MM Equity,State Street ETF/USA,Corporate,United States,Fixed Income,N.A.,7205.157,0.04,,-0.105,-0.109,-5.609,-15.7,-2.183,-1.438,0.88,0.653
No,ISH EM ASIA LOCAL GOVT USD A,Bolsa Mexican de Valores,IGAAN MM Equity,iShares ETFs/Ireland,Government,Asian Pacific Region,Fixed Income,N.A.,216.188,0.5,,0,0,0,0,,,0,0
No,WISDOMTREE INTEREST RATE HED,Bolsa Mexican de Valores,HYZD* MM Equity,WisdomTree ETFs/USA,Corporate,United States,Fixed Income,N.A.,152.684,0.43,,0.215,-0.171,-0.001,-6.31,-0.981,-1.155,0.768,0.333
No,FRANKLIN FTSE SOUTH KOREA,Bolsa Mexican de Valores,FLKR* MM Equity,Franklin LibertyShares ETFs/USA,Korea,South Korea,Equity,N.A.,294.628,0.09,2.234,-0.088,0.326,-2.968,-9.197,-0.619,-0.128,-0.058,0.119
No,FRANKLIN FTSE INDIA ETF,Bolsa Mexican de Valores,FLIN* MM Equity,Franklin LibertyShares ETFs/USA,India,India,Equity,N.A.,428.608,0.19,1.248,0.055,1.361,0.694,49.579,-15.789,0.354,-0.019,-0.032
No,FRANKLIN FTSE BRAZIL ETF,Bolsa Mexican de Valores,FLBR* MM Equity,Franklin LibertyShares ETFs/USA,Brazil,Brazil,Equity,N.A.,148.896,0.19,5.469,-1.169,-0.255,-25.718,-16.818,-0.82,-0.297,1.21,0.225
